Code du partenaire;Adresse compléte;ID adresse;Rue;Bloquer;Ville;Code postal;Nom
ES962192101;OPTICA AYORA MARQUESA DE ZENETE, 55   Valencia 46620 Spain;OPTICA AYORA;MARQUESA DE ZENETE, 55;;Valencia;46620;Spain
ES962244381;VISION CANALS AV DE VICENTI FERRI 16   Valencia 46650 Spain;VISION CANALS;AV DE VICENTI FERRI 16;;Valencia;46650;Spain
ES962257154;OPTICA VALLADA AV. MOLINETS, 2   Valencia 46691 Spain;OPTICA VALLADA;AV. MOLINETS, 2;;Valencia;46691;Spain
ES962275179;OPTICA IBORRA CARLOS SARTHOU, 6   Valencia 46800 Spain;OPTICA IBORRA;CARLOS SARTHOU, 6;;Valencia;46800;Spain
ES962288151;OPTICA 44   GUILLEM DE CASTRO, 44   Valencia 46001 Spain;OPTICA 44;  GUILLEM DE CASTRO, 44;;Valencia;46001;Spain
ES962350977;VISION L´AVENGUDA JUAN BENEITO, 25   Valencia 46880 Spain;VISION L´AVENGUDA;JUAN BENEITO, 25;;Valencia;46880;Spain
ES962380954;PRIMERA OPTICOS NIKOL ESCULTOR JULIO CAPUZ, 2 BAJO   Valencia 46870 Spain;PRIMERA OPTICOS NIKOL;ESCULTOR JULIO CAPUZ, 2 BAJO;;Valencia;46870;Spain
ES962510797;OPTICA LOZANO-CHESTE   CHIVA, 39   Valencia 46380 Spain;OPTICA LOZANO-CHESTE;  CHIVA, 39;;Valencia;46380;Spain
ES962522234;OPTICA CHIVA DR. NACHER, 45   Valencia 46370 Spain;OPTICA CHIVA;DR. NACHER, 45;;Valencia;46370;Spain
ES962540257;CLARA MILLO OPTICS   CALVO ACACIO, 11   Valencia 46250 Spain;CLARA MILLO OPTICS;  CALVO ACACIO, 11;;Valencia;46250;Spain
ES962698008;OPTICA MEDITERRANEA AV. HISPANIDAD, 6   Valencia 46520 Spain;OPTICA MEDITERRANEA;AV. HISPANIDAD, 6;;Valencia;46520;Spain
ES962717174;OPTICA LLIRIA DUQUE DE LLIRIA, 18 B   Valencia 46160 Spain;OPTICA LLIRIA;DUQUE DE LLIRIA, 18 B;;Valencia;46160;Spain
ES962760587;OPTICA PORCAR  POETA LLORENTE, 9   Valencia 46185 Spain;OPTICA PORCAR; POETA LLORENTE, 9;;Valencia;46185;Spain
ES962876084;OPTICA RIBES   DUQUE CARLOS DE BORJA, 18   Valencia 46701 Spain;OPTICA RIBES;  DUQUE CARLOS DE BORJA, 18;;Valencia;46701;Spain
ES962911516;JORGE OPTICA SAN JAIME, 1   Valencia 46870 Spain;JORGE OPTICA;SAN JAIME, 1;;Valencia;46870;Spain
ES963307321;PRIMERA OPTICOS MALILLA ISLAS CANARIAS, 116 B   Valencia 46023 Spain;PRIMERA OPTICOS MALILLA;ISLAS CANARIAS, 116 B;;Valencia;46023;Spain
ES963409006;LÍNEA OPTICA AV. BURJASSOT 29   Valencia 46009 Spain;LÍNEA OPTICA;AV. BURJASSOT 29;;Valencia;46009;Spain
ES963475555;OPTICA FACULTADES AV. JUAN XXIII, 14 - BAJO   Valencia 46025 Spain;OPTICA FACULTADES;AV. JUAN XXIII, 14 - BAJO;;Valencia;46025;Spain
ES963575336;OPTICA SAN MARCELINO SAN MARCELINO, 4 BAJO IZQ   Valencia 46017 Spain;OPTICA SAN MARCELINO;SAN MARCELINO, 4 BAJO IZQ;;Valencia;46017;Spain
ES963651429;OPTICA JARDIN MOTILLA DEL PALANCAR, 36   Valencia 46019 Spain;OPTICA JARDIN;MOTILLA DEL PALANCAR, 36;;Valencia;46019;Spain
ES963746756;OPTICA SIERRA REINO DE VALENCIA, 65   Valencia 46005 Spain;OPTICA SIERRA;REINO DE VALENCIA, 65;;Valencia;46005;Spain
ES963756341;OPTICA MOLINS   CONSITUICIÓ, 1   Valencia 46910 Spain;OPTICA MOLINS;  CONSITUICIÓ, 1;;Valencia;46910;Spain
ES963846470;OPTICA Y VISIÓN   JUAN LLORENS, Nº 5   Valencia 46008 Spain;OPTICA Y VISIÓN;  JUAN LLORENS, Nº 5;;Valencia;46008;Spain
ES963890195;CENTRO VISUAL MASQUEFA MASQUEFA, 44   Valencia 46020 Spain;CENTRO VISUAL MASQUEFA;MASQUEFA, 44;;Valencia;46020;Spain
ES963911096;PRIMERA OPTICOS CENTRO DERECHOS, 37   Valencia 46001 Spain;PRIMERA OPTICOS CENTRO;DERECHOS, 37;;Valencia;46001;Spain
ES963934231;OPTICA REYES   MICER MASCÓ, Nº 24   Valencia 46010 Spain;OPTICA REYES;  MICER MASCÓ, Nº 24;;Valencia;46010;Spain
ES963964714;OPTICA ORBA ORBA, S/N   Valencia 46910 Spain;OPTICA ORBA;ORBA, S/N;;Valencia;46910;Spain
ES964241442;OPTICA PATRICIA HERNANDEZ TRINIDAD, 12   Castellón 12002 Spain;OPTICA PATRICIA HERNANDEZ;TRINIDAD, 12;;Castellón;12002;Spain
ES964250490;CENTRO OPTICO ELIPE SAN FELIX, 25   Castellón 12004 Spain;CENTRO OPTICO ELIPE;SAN FELIX, 25;;Castellón;12004;Spain
ES964474052;CENTRO OPTICO VISION SOTO   PAULAR, 3 LOCAL 5   Madrid 28791 Spain;CENTRO OPTICO VISION SOTO;  PAULAR, 3 LOCAL 5;;Madrid;28791;Spain
ES964514279;HMB OPTICA FINELLO,31, BAJO IZQ.   Castellón 12530 Spain;HMB OPTICA;FINELLO,31, BAJO IZQ.;;Castellón;12530;Spain
ES964538117;C.ÓPTICO Y AUDITIVO AIDA SIFRE   COVA SANTA, Nº 56   Castellón 12540 Spain;C.ÓPTICO Y AUDITIVO AIDA SIFRE;  COVA SANTA, Nº 56;;Castellón;12540;Spain
ES964671002;VISION & CO SEGORBE PZ. REY DON JAIME I, Nº 1 BAJO   Castellón 12400 Spain;VISION & CO SEGORBE;PZ. REY DON JAIME I, Nº 1 BAJO;;Castellón;12400;Spain
ES964672915;OPTICA TENA JOSE BARTRINA, 48   Castellón 12520 Spain;OPTICA TENA;JOSE BARTRINA, 48;;Castellón;12520;Spain
ES964692103;VISION LA VALL D´UIXO VICENTE PEIRATS MONTON, 11   Castellón 12600 Spain;VISION LA VALL D´UIXO;VICENTE PEIRATS MONTON, 11;;Castellón;12600;Spain
ES964826864;CENTRO OPTICO EVA MARIN PLAZA EMPERADOR CARLOS I   Castellón 12580 Spain;CENTRO OPTICO EVA MARIN;PLAZA EMPERADOR CARLOS I;;Castellón;12580;Spain
ES965121631;OPTICA SAN BLAS PINTOR GISBERT, 30   Alicante 3005 Spain;OPTICA SAN BLAS;PINTOR GISBERT, 30;;Alicante;3005;Spain
ES965121840;OPTICA LLUCH   CHURRUCA, 25   Alicante 3003 Spain;OPTICA LLUCH;  CHURRUCA, 25;;Alicante;3003;Spain
ES965141813;OPTIQ   POETA QUINTANA, 7   Alicante 3004 Spain;OPTIQ;  POETA QUINTANA, 7;;Alicante;3004;Spain
ES965157240;VISUAL 20   ENRIIC VALOR, 3 LOCAL 2-C   Alicante 3540 Spain;VISUAL 20;  ENRIIC VALOR, 3 LOCAL 2-C;;Alicante;3540;Spain
ES965216508;OPTICA MOLINA ARTILLEROS, 5   Alicante 3002 Spain;OPTICA MOLINA;ARTILLEROS, 5;;Alicante;3002;Spain
ES965219590;FUTUROPTICAS   SAN MATEO Nº 2 BIS   Alicante 3012 Spain;FUTUROPTICAS;  SAN MATEO Nº 2 BIS;;Alicante;3012;Spain
ES965220220;OPTICA DEL MAR AV. PERIODISTA RODOLFO SALAZAR   Alicante 3013 Spain;OPTICA DEL MAR;AV. PERIODISTA RODOLFO SALAZAR;;Alicante;3013;Spain
ES965229684;VISION ALICANTE PARDO GIMENO, 25   Alicante 3007 Spain;VISION ALICANTE;PARDO GIMENO, 25;;Alicante;3007;Spain
ES965261252;OPTICA VISTAHERMOSA AVDA. PINTOR XAVIER SOLER   Alicante 3016 Spain;OPTICA VISTAHERMOSA;AVDA. PINTOR XAVIER SOLER;;Alicante;3016;Spain
ES965305308;CENTRO OPTICO DESAMPARADOS LOPEZ, 1   Alicante 3312 Spain;CENTRO OPTICO DESAMPARADOS;LOPEZ, 1;;Alicante;3312;Spain
ES965312422;CRISTAL OPTICA AVDA. CONSTITUCIÓN, 31   Alicante 3360 Spain;CRISTAL OPTICA;AVDA. CONSTITUCIÓN, 31;;Alicante;3360;Spain
ES965356285;OPTICA PINA SAN JOSÉ, 1   Alicante 3390 Spain;OPTICA PINA;SAN JOSÉ, 1;;Alicante;3390;Spain
ES965373189;PRIMERA OPTICOS PETRER PAIS VALENCIÁ, 11   Alicante 3610 Spain;PRIMERA OPTICOS PETRER;PAIS VALENCIÁ, 11;;Alicante;3610;Spain
ES965380452;VERDU OPTICOS ORTEGA Y GASSET, 26   Alicante 3600 Spain;VERDU OPTICOS;ORTEGA Y GASSET, 26;;Alicante;3600;Spain
ES965426962;MURA PLAZA CASTILLA FRANCISCO RABAL, 10, LOCAL 2   Alicante 3202 Spain;MURA PLAZA CASTILLA;FRANCISCO RABAL, 10, LOCAL 2;;Alicante;3202;Spain
ES965432548;OPTICA DSO VER REINA VICTORIA, 43   Alicante 3201 Spain;OPTICA DSO VER;REINA VICTORIA, 43;;Alicante;3201;Spain
ES965436473;OPTICA FALCO CAMILO FLAMMARION, 6   Alicante 3201 Spain;OPTICA FALCO;CAMILO FLAMMARION, 6;;Alicante;3201;Spain
ES965453008;PUNTO OPTICO SAN VICENTE, 1, BAJO   Alicante 3202 Spain;PUNTO OPTICO;SAN VICENTE, 1, BAJO;;Alicante;3202;Spain
ES965467663;OPTICA CASTRO JOSE GARCIA FERRANDEZ, 22   Alicante 3205 Spain;OPTICA CASTRO;JOSE GARCIA FERRANDEZ, 22;;Alicante;3205;Spain
ES965480103;NUEVA OPTICA MAYOR, 13   Alicante 3688 Spain;NUEVA OPTICA;MAYOR, 13;;Alicante;3688;Spain
ES965487869;OPTICA GEMMA RAMON Y CAJAL, 8   Alicante 3340 Spain;OPTICA GEMMA;RAMON Y CAJAL, 8;;Alicante;3340;Spain
ES965491820;PUNT DE VISTA AVDA. JAUME I, 29   Alicante 3590 Spain;PUNT DE VISTA;AVDA. JAUME I, 29;;Alicante;3590;Spain
ES965521601;OPTICA SOLVISION   ALZAMORA, 24   Alicante 3800 Spain;OPTICA SOLVISION;  ALZAMORA, 24;;Alicante;3800;Spain
ES965540394;OPTICA GARRIDO SAN LORENZO, 18   Alicante 3801 Spain;OPTICA GARRIDO;SAN LORENZO, 18;;Alicante;3801;Spain
ES965566576;OPTIFER CENTRO OPTICO GERMANIES, 2, BAJO   Alicante 3450 Spain;OPTIFER CENTRO OPTICO;GERMANIES, 2, BAJO;;Alicante;3450;Spain
ES965602676;NOVELDA V. DESAMPARADOS, 81   Alicante 3660 Spain;NOVELDA;V. DESAMPARADOS, 81;;Alicante;3660;Spain
ES965632397;OPTICA GIL SAN BARTOLOME, 18   Alicante 3560 Spain;OPTICA GIL;SAN BARTOLOME, 18;;Alicante;3560;Spain
ES965633971;CENTRO OPTICO VISION AVDA. GENERALITAT, 41   Alicante 3560 Spain;CENTRO OPTICO VISION;AVDA. GENERALITAT, 41;;Alicante;3560;Spain
ES965662850;OPTICA CEA   SAN ISIDRO, 30   Alicante 3690 Spain;OPTICA CEA;  SAN ISIDRO, 30;;Alicante;3690;Spain
ES965673492;EUROVISION OPTICOS SAN VICENTE   GENERAL  PRIM, 11   Alicante 3690 Spain;EUROVISION OPTICOS SAN VICENTE;  GENERAL  PRIM, 11;;Alicante;3690;Spain
ES965680292;OPTICA CAPRI SAN CRISPIN, 12   Alicante 3320 Spain;OPTICA CAPRI;SAN CRISPIN, 12;;Alicante;3320;Spain
ES965701511;OPTICA EMILIO VILLENA VIRGEN DEL ROSARIO, 4   Alicante 3160 Spain;OPTICA EMILIO VILLENA;VIRGEN DEL ROSARIO, 4;;Alicante;3160;Spain
ES965751254;OPTICA BENJAMIN   SEGARIA, Nº 5 - LOCAL C   Alicante 3770 Spain;OPTICA BENJAMIN;  SEGARIA, Nº 5 - LOCAL C;;Alicante;3770;Spain
ES965792252;CENTRO OPTICO JAVEA   PRINCIPE DE ASTURIAS, Nº 1   Alicante 3730 Spain;CENTRO OPTICO JAVEA;  PRINCIPE DE ASTURIAS, Nº 1;;Alicante;3730;Spain
ES965811318;OPTICA NOVA SAN CRISTOBAL, 14   Alicante 3410 Spain;OPTICA NOVA;SAN CRISTOBAL, 14;;Alicante;3410;Spain
ES965841632;OPTICA PASSARELLA TAPO DE LA LLIMERA, 4   Alicante 3590 Spain;OPTICA PASSARELLA;TAPO DE LA LLIMERA, 4;;Alicante;3590;Spain
ES965856046;OPTICA LUZ PASEO DE LA CARRETERA,27   Alicante 3500 Spain;OPTICA LUZ;PASEO DE LA CARRETERA,27;;Alicante;3500;Spain
ES965861635;CENTRO OPTICO SIGLO XXI AVDA. INFANTE D. LUIS Nº 13   Madrid 28660 Spain;CENTRO OPTICO SIGLO XXI;AVDA. INFANTE D. LUIS Nº 13;;Madrid;28660;Spain
ES965865913;OPTICA BENIDORM AV. BENIARDA, 17 (ED. ALCALA)   Alicante 3502 Spain;OPTICA BENIDORM;AV. BENIARDA, 17 (ED. ALCALA);;Alicante;3502;Spain
ES965875574;OPTICA ATHAVI AVDA. GABRIEL MIRO, 33   Alicante 3710 Spain;OPTICA ATHAVI;AVDA. GABRIEL MIRO, 33;;Alicante;3710;Spain
ES965887127;OPTICA KRISTAL FEDERICO GARCIA LORCA, 7   Alicante 3580 Spain;OPTICA KRISTAL;FEDERICO GARCIA LORCA, 7;;Alicante;3580;Spain
ES965910694;CENTRO OPTICO LAS PLAZAS PINTOR BAEZA, 8   Alicante 3010 Spain;CENTRO OPTICO LAS PLAZAS;PINTOR BAEZA, 8;;Alicante;3010;Spain
ES965928205;OPTICA CONGOST ENRIQUETA ORTEGA, 12   Alicante 3005 Spain;OPTICA CONGOST;ENRIQUETA ORTEGA, 12;;Alicante;3005;Spain
ES966090210;OPTICA THADER ANTONIO MORA FERNANDEZ,50 BAJO   Alicante 3202 Spain;OPTICA THADER;ANTONIO MORA FERNANDEZ,50 BAJO;;Alicante;3202;Spain
ES966246747;GRAN TEATRO OPTICA SANTA BARBARA, 1 bajo   Alicante 3203 Spain;GRAN TEATRO OPTICA;SANTA BARBARA, 1 bajo;;Alicante;3203;Spain
ES966359685;CENTRO OPTICO MIRAME ALFONSO DE ROJAS, 5   Alicante 3004 Spain;CENTRO OPTICO MIRAME;ALFONSO DE ROJAS, 5;;Alicante;3004;Spain
ES966431888;DE LA MAR OPTICS   LA MAR, 34   Alicante 3700 Spain;DE LA MAR OPTICS;  LA MAR, 34;;Alicante;3700;Spain
ES966456504;OPTICA COSTA AV.JAIME I, 56   Alicante 3750 Spain;OPTICA COSTA;AV.JAIME I, 56;;Alicante;3750;Spain
ES966463586;PUNT DE VISTA CENTRE VISUAL   RONDA SUR, 41 A   Alicante 3730 Spain;PUNT DE VISTA CENTRE VISUAL;  RONDA SUR, 41 A;;Alicante;3730;Spain
ES966476558;ONDARA OPTICS PLAZA PAIS VALENCIA, 13   Alicante 3760 Spain;ONDARA OPTICS;PLAZA PAIS VALENCIA, 13;;Alicante;3760;Spain
ES966480407;OPTICA XALO SAN RAFAEL, 37   Alicante 3727 Spain;OPTICA XALO;SAN RAFAEL, 37;;Alicante;3727;Spain
ES966615215;ÓPTICA AVENIDA AV. ALICANTE, 87   Alicante 3202 Spain;ÓPTICA AVENIDA;AV. ALICANTE, 87;;Alicante;3202;Spain
ES966693345;OPTICA FERRER   ELCHE, Nº 19   Alicante 3130 Spain;OPTICA FERRER;  ELCHE, Nº 19;;Alicante;3130;Spain
ES966698802;GRAN ALACANT OPTIK AV. MEDITERRANEO, 72   Alicante 3130 Spain;GRAN ALACANT OPTIK;AV. MEDITERRANEO, 72;;Alicante;3130;Spain
ES966723265;OPTICA SAN MIGUEL 19 DE ABRIL, 35 B   Alicante 3193 Spain;OPTICA SAN MIGUEL;19 DE ABRIL, 35 B;;Alicante;3193;Spain
ES966725453;OPTICA GUARDAMAR AVENIDA PAIS VALENCIANO, 20   Alicante 3140 Spain;OPTICA GUARDAMAR;AVENIDA PAIS VALENCIANO, 20;;Alicante;3140;Spain
ES966760465;VISION CENTER PZ. ANTONUO VICEA, Nº 2   Alicante 3189 Spain;VISION CENTER;PZ. ANTONUO VICEA, Nº 2;;Alicante;3189;Spain
ES966763572;CENTRO OPTICO L'ALGUER, 26 L´ALGUER, 10   Valencia 46022 Spain;CENTRO OPTICO L'ALGUER, 26;L´ALGUER, 10;;Valencia;46022;Spain
ES966772228;OPTICA LORENTE AURELIANO DIAZ, 3   Alicante 3380 Spain;OPTICA LORENTE;AURELIANO DIAZ, 3;;Alicante;3380;Spain
ES966807256;OPTICA LA CALA VILLAJOYOSA, 28   Alicante 3500 Spain;OPTICA LA CALA;VILLAJOYOSA, 28;;Alicante;3500;Spain
ES966811987;VISION ART MARQUES DE COMILLAS, 24   Alicante 3500 Spain;VISION ART;MARQUES DE COMILLAS, 24;;Alicante;3500;Spain
ES966852200;OPTICA CERVANTES CERVANTES, 23   Alicante 3570 Spain;OPTICA CERVANTES;CERVANTES, 23;;Alicante;3570;Spain
ES966860276;EURO OPTICA AVDA PAIS VALENCIA, 9 LOCAL 10   Alicante 3580 Spain;EURO OPTICA;AVDA PAIS VALENCIA, 9 LOCAL 10;;Alicante;3580;Spain
ES966864718;ALBIRVISION OPTICS AVDA. DEL ALBIR, 4   Alicante 3581 Spain;ALBIRVISION OPTICS;AVDA. DEL ALBIR, 4;;Alicante;3581;Spain
ES966867019;OPTIVISION AVDA.OSCAR ESPLA, Nº16,LOCAL-1   Alicante 3581 Spain;OPTIVISION;AVDA.OSCAR ESPLA, Nº16,LOCAL-1;;Alicante;3581;Spain
ES966881670;OPTICA LA SAGRA ZURBARAN, 27   Toledo 45230 Spain;OPTICA LA SAGRA;ZURBARAN, 27;;Toledo;45230;Spain
ES967146400;OPTICA TORNERO AFARERIAS BAJAS, 1   Albacete 2600 Spain;OPTICA TORNERO;AFARERIAS BAJAS, 1;;Albacete;2600;Spain
ES967212086;CENTRO OPTICO CLAMOR ROSARIO, 11   Albacete 2002 Spain;CENTRO OPTICO CLAMOR;ROSARIO, 11;;Albacete;2002;Spain
ES967217568;OPTICA LOLA MARIN TINTE, 22   Albacete 2002 Spain;OPTICA LOLA MARIN;TINTE, 22;;Albacete;2002;Spain
ES967222371;OPTICAS ROCAMORA   TEODORO CAMINO, 25   Albacete 2002 Spain;OPTICAS ROCAMORA;  TEODORO CAMINO, 25;;Albacete;2002;Spain
ES967305407;OPTICA ORTEGA DOCTOR OCHOA, 2   Albacete 2400 Spain;OPTICA ORTEGA;DOCTOR OCHOA, 2;;Albacete;2400;Spain
ES967340581;OPTICA ARRAEZ SAN FRANCISCO, 23   Albacete 2640 Spain;OPTICA ARRAEZ;SAN FRANCISCO, 23;;Albacete;2640;Spain
ES967431599;SIERRAVISION OPTICOS   ARROYO DE ENMEDIO, Nº 1   Albacete 2480 Spain;SIERRAVISION OPTICOS;  ARROYO DE ENMEDIO, Nº 1;;Albacete;2480;Spain
ES967511110;PRIMERA OPTICOS VISUALENT DIONISIO GUARDIOLA, 55   Albacete 2003 Spain;PRIMERA OPTICOS VISUALENT;DIONISIO GUARDIOLA, 55;;Albacete;2003;Spain
ES967542372;OPTICA HOSPITAL HOSPITAL, 12   Albacete 2400 Spain;OPTICA HOSPITAL;HOSPITAL, 12;;Albacete;2400;Spain
ES967674123;CENTRO OPTICO VELETA   ZAPATEROS, 29   Albacete 2005 Spain;CENTRO OPTICO VELETA;  ZAPATEROS, 29;;Albacete;2005;Spain
ES968136050;OPTICA ALGAR   MARTIN SOLANO, 9   Murcia 30366 Spain;OPTICA ALGAR;  MARTIN SOLANO, 9;;Murcia;30366;Spain
ES968153413;CENTRO OPTICO MODALENT HERNAN CORTES, 2   Murcia 30860 Spain;CENTRO OPTICO MODALENT;HERNAN CORTES, 2;;Murcia;30860;Spain
ES968165091;C.O.LA PALMA-VISION TRINIDAD MARTINEZ, 4   Murcia 30593 Spain;C.O.LA PALMA-VISION;TRINIDAD MARTINEZ, 4;;Murcia;30593;Spain
ES968184028;OPTICA LO PAGAN QUEIPO DE LLANO, 1   Murcia 30740 Spain;OPTICA LO PAGAN;QUEIPO DE LLANO, 1;;Murcia;30740;Spain
ES968215806;MECAOPTICOS PRINCESA PRINCESA, 9   Murcia 30002 Spain;MECAOPTICOS PRINCESA;PRINCESA, 9;;Murcia;30002;Spain
ES968231806;OPTICA SIGLO XXI MARQUES DE LOS VELEZ, 56   Murcia 30007 Spain;OPTICA SIGLO XXI;MARQUES DE LOS VELEZ, 56;;Murcia;30007;Spain
ES968236364;OPTICA UNIVERSIDAD SANTO CRISTO, 9   Murcia 30001 Spain;OPTICA UNIVERSIDAD;SANTO CRISTO, 9;;Murcia;30001;Spain
ES968246893;OPTICA JAIME I JAIME I, 5   Murcia 30008 Spain;OPTICA JAIME I;JAIME I, 5;;Murcia;30008;Spain
ES968271511;OPTICA VELEZ AVDA. MARQUES DE LOS VELEZ, 9   Murcia 30008 Spain;OPTICA VELEZ;AVDA. MARQUES DE LOS VELEZ, 9;;Murcia;30008;Spain
ES968296449;OPTICA EUROPA RONDA NORTE, 6   Murcia 30009 Spain;OPTICA EUROPA;RONDA NORTE, 6;;Murcia;30009;Spain
ES968298531;OPTICA SAN ANTON SAN ANTON, 10   Murcia 30009 Spain;OPTICA SAN ANTON;SAN ANTON, 10;;Murcia;30009;Spain
ES968312736;OPTICA JIMENO JORGE JUAN, 14   Murcia 30204 Spain;OPTICA JIMENO;JORGE JUAN, 14;;Murcia;30204;Spain
ES968315858;OPTICA OLMEDO MARCOS SALGUEIRO, 1   Valladolid 47410 Spain;OPTICA OLMEDO;MARCOS SALGUEIRO, 1;;Valladolid;47410;Spain
ES968355061;TEN VISION   AINSA, 26, 2ºA   Madrid 28022 Spain;TEN VISION;  AINSA, 26, 2ºA;;Madrid;28022;Spain
ES968386580;OPTICA GARVI CC. EROSKI, LOCAL 15   Murcia 30500 Spain;OPTICA GARVI;CC. EROSKI, LOCAL 15;;Murcia;30500;Spain
ES968403129;OPTICA CARCELES IRYDA, 9   Murcia 30890 Spain;OPTICA CARCELES;IRYDA, 9;;Murcia;30890;Spain
ES968410465;OPTICA AULLÓN ISABEL LA CATÓLICA, 4   Murcia 30880 Spain;OPTICA AULLÓN;ISABEL LA CATÓLICA, 4;;Murcia;30880;Spain
ES968451150;OPTICA SIGLO XXI PLAZA DE LA ZARZUELA, 9   Murcia 30550 Spain;OPTICA SIGLO XXI;PLAZA DE LA ZARZUELA, 9;;Murcia;30550;Spain
ES968465653;CENTRO OPTICO SANTA ROSA LOPE GISBERT, 25   Murcia 30800 Spain;CENTRO OPTICO SANTA ROSA;LOPE GISBERT, 25;;Murcia;30800;Spain
ES968477716;FARMACIA-OPTICA HIDALGO JOSE MOULIAA, 50   Murcia 30800 Spain;FARMACIA-OPTICA HIDALGO;JOSE MOULIAA, 50;;Murcia;30800;Spain
ES968507125;OPTICA GARCIA-CERVANTES SALITRE, 29   Murcia 30205 Spain;OPTICA GARCIA-CERVANTES;SALITRE, 29;;Murcia;30205;Spain
ES968520297;OPTICA CARTHAGO VISION JUAN FERNANDEZ, 21   Murcia 30204 Spain;OPTICA CARTHAGO VISION;JUAN FERNANDEZ, 21;;Murcia;30204;Spain
ES968570236;FARM. OPTICA CENTRO SAN JAVIER   MURCIA, Nº 15   Murcia 30730 Spain;FARM. OPTICA CENTRO SAN JAVIER;  MURCIA, Nº 15;;Murcia;30730;Spain
ES968570787;OPTICA PAEZ AVDA. SANDOVAL, 14   Murcia 30720 Spain;OPTICA PAEZ;AVDA. SANDOVAL, 14;;Murcia;30720;Spain
ES968613752;OPTICA ROSALES PASEO DE ROSALES, 2   Murcia 30500 Spain;OPTICA ROSALES;PASEO DE ROSALES, 2;;Murcia;30500;Spain
ES968639652;OPTICA ALHAMA LA FERIA, 11   Murcia 30840 Spain;OPTICA ALHAMA;LA FERIA, 11;;Murcia;30840;Spain
ES968655228;CENTRO DE SALUD VISUAL OPTICS AV. MURCIA, Nº 29   Murcia 30180 Spain;CENTRO DE SALUD VISUAL OPTICS;AV. MURCIA, Nº 29;;Murcia;30180;Spain
ES968662127;ÓPTICA SIGLO XXI CRTA DE PLIEGO, Nº 1   Murcia 30170 Spain;ÓPTICA SIGLO XXI;CRTA DE PLIEGO, Nº 1;;Murcia;30170;Spain
ES968688138;OPTICA DEL CARRIL AVDA DEL CARRIL, 60   Murcia 30600 Spain;OPTICA DEL CARRIL;AVDA DEL CARRIL, 60;;Murcia;30600;Spain
ES968694662;CENTRO OPTICO LORQUI VIRGEN DEL ROSARIO, 1   Murcia 30564 Spain;CENTRO OPTICO LORQUI;VIRGEN DEL ROSARIO, 1;;Murcia;30564;Spain
ES968703197;OPTICA LEDESMA MARUJA GARRIDO Nº4 BAJO   Murcia 30400 Spain;OPTICA LEDESMA;MARUJA GARRIDO Nº4 BAJO;;Murcia;30400;Spain
ES968706473;NOROPTICA MORATALLA  TOMAS EL CURA Nº 2 BAJO   Murcia 30440 Spain;NOROPTICA MORATALLA; TOMAS EL CURA Nº 2 BAJO;;Murcia;30440;Spain
ES968720730;OPTICA RUBIRA MAYOR, 1   Murcia 30420 Spain;OPTICA RUBIRA;MAYOR, 1;;Murcia;30420;Spain
ES968730300;PLUS VISION CRTA. CARAVACA, 17, BAJO   Murcia 30440 Spain;PLUS VISION;CRTA. CARAVACA, 17, BAJO;;Murcia;30440;Spain
ES968763111;OPTICA SIGLO XXI CAMINO DE MURCIA, 73   Murcia 30530 Spain;OPTICA SIGLO XXI;CAMINO DE MURCIA, 73;;Murcia;30530;Spain
ES968765434;CENTRO OPTICO AUDIOVISION AVDA. ANDALUCIA, 1   Jaén 23560 Spain;CENTRO OPTICO AUDIOVISION;AVDA. ANDALUCIA, 1;;Jaén;23560;Spain
ES968802022;OPTICA ROMANA   MAYOR, 138   Murcia 30820 Spain;OPTICA ROMANA;  MAYOR, 138;;Murcia;30820;Spain
ES968812170;OPTICA MESEGUER AGUSTIN VIRGILI, 2   Murcia 30580 Spain;OPTICA MESEGUER;AGUSTIN VIRGILI, 2;;Murcia;30580;Spain
ES968860201;OPTICA TESSA GLORIA, 6   Murcia 30140 Spain;OPTICA TESSA;GLORIA, 6;;Murcia;30140;Spain
ES968865339;C.O. SALUD-VISIÓN AVDA. JUAN CARLOS I, 34 BAJO   Murcia 30140 Spain;C.O. SALUD-VISIÓN;AVDA. JUAN CARLOS I, 34 BAJO;;Murcia;30140;Spain
ES968870199;OPTICA EL RAAL MAYOR, 343   Murcia 30139 Spain;OPTICA EL RAAL;MAYOR, 343;;Murcia;30139;Spain
ES968870450;CENTRO OPTICO EL SALAR MAYOR, 18   Murcia 30161 Spain;CENTRO OPTICO EL SALAR;MAYOR, 18;;Murcia;30161;Spain
ES968873978;CENTRO OPTICO BENIAJAN HERNANDEZ MORA, S/N, LOCAL 2   Murcia 30570 Spain;CENTRO OPTICO BENIAJAN;HERNANDEZ MORA, S/N, LOCAL 2;;Murcia;30570;Spain
ES968889475;OPTICA DUO AVDA. CONSTITUCION, 105-109   Barcelona 8860 Spain;OPTICA DUO;AVDA. CONSTITUCION, 105-109;;Barcelona;8860;Spain
ES968900404;ÓPTICA JUAN XXIII RONDA LEVANTE, 19 BAJO   Murcia 30008 Spain;ÓPTICA JUAN XXIII;RONDA LEVANTE, 19 BAJO;;Murcia;30008;Spain
ES968904211;OPTICA SAN BASILIO SARGENTO ANGEL TORNEL, S/N   Murcia 30009 Spain;OPTICA SAN BASILIO;SARGENTO ANGEL TORNEL, S/N;;Murcia;30009;Spain
